Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_27_46,VSS,Metal1,33.2200,125.0910,0.000062
FILLER_27_38,VSS,Metal1,29.7330,124.9780,0.000058
FILLER_27_33,VSS,Metal1,25.4800,125.4400,0.000057
FILLER_27_31,VSS,Metal1,24.6400,125.4400,0.000057
FILLER_27_15,VSS,Metal1,18.9920,124.8920,0.000057
FILLER_27_8,VSS,Metal1,11.4800,125.4400,0.000057
FILLER_27_6,VSS,Metal1,10.6400,125.4400,0.000057
FILLER_27_2,VSS,Metal1,8.5800,125.0910,0.000057
FILLER_26_496,VSS,Metal1,284.7600,117.6000,0.000068
FILLER_26_494,VSS,Metal1,283.9200,117.6000,0.000068
FILLER_26_457,VSS,Metal1,263.3800,117.9485,0.000066
FILLER_26_445,VSS,Metal1,256.4800,117.6000,0.000066
FILLER_26_383,VSS,Metal1,221.7600,117.6000,0.000062
FILLER_26_379,VSS,Metal1,219.7000,117.9485,0.000062
FILLER_26_371,VSS,Metal1,216.2130,118.0615,0.000062
FILLER_26_309,VSS,Metal1,180.3200,117.6000,0.000058
FILLER_26_294,VSS,Metal1,171.6400,117.6000,0.000058
FILLER_26_292,VSS,Metal1,170.8000,117.6000,0.000058
FILLER_26_281,VSS,Metal1,164.3600,117.6000,0.000060
FILLER_26_279,VSS,Metal1,163.5200,117.6000,0.000063
FILLER_26_247,VSS,Metal1,153.3240,118.1975,0.000063
FILLER_26_179,VSS,Metal1,107.2400,117.6000,0.000065
FILLER_26_177,VSS,Metal1,106.4000,117.6000,0.000065
FILLER_26_155,VSS,Metal1,94.0800,117.6000,0.000064
FILLER_26_119,VSS,Metal1,73.9200,117.6000,0.000062
FILLER_26_115,VSS,Metal1,71.8600,117.9485,0.000062
FILLER_26_90,VSS,Metal1,57.4000,117.6000,0.000062
FILLER_26_80,VSS,Metal1,52.0800,117.6000,0.000061
FILLER_26_76,VSS,Metal1,50.0200,117.9485,0.000061
FILLER_26_46,VSS,Metal1,32.7600,117.6000,0.000054
FILLER_26_42,VSS,Metal1,30.9800,117.9485,0.000054
FILLER_26_22,VSS,Metal1,19.3200,117.6000,0.000054
FILLER_26_18,VSS,Metal1,17.5400,117.9485,0.000054
FILLER_26_2,VSS,Metal1,11.7120,118.1480,0.000054
FILLER_25_492,VSS,Metal1,282.5200,117.6000,0.000068
FILLER_25_473,VSS,Metal1,271.8800,117.6000,0.000067
FILLER_25_471,VSS,Metal1,271.0400,117.6000,0.000067
FILLER_25_418,VSS,Metal1,241.3600,117.6000,0.000066
FILLER_25_414,VSS,Metal1,239.3000,117.2510,0.000065
FILLER_25_406,VSS,Metal1,235.8130,117.1380,0.000065
FILLER_25_390,VSS,Metal1,225.4000,117.6000,0.000065
FILLER_25_388,VSS,Metal1,224.5600,117.6000,0.000064
FILLER_25_384,VSS,Metal1,222.5000,117.2510,0.000064
FILLER_25_352,VSS,Metal1,212.1240,117.0020,0.000062
FILLER_25_349,VSS,Metal1,202.4400,117.6000,0.000062
FILLER_25_347,VSS,Metal1,201.6000,117.6000,0.000062
