Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_11_212,VSS,Metal1,125.7200,62.7200,0.000206
FILLER_11_176,VSS,Metal1,105.5600,62.7200,0.000193
FILLER_11_174,VSS,Metal1,104.7200,62.7200,0.000190
FILLER_11_151,VSS,Metal1,92.0200,62.3710,0.000183
FILLER_11_144,VSS,Metal1,87.6400,62.7200,0.000182
FILLER_11_142,VSS,Metal1,86.8000,62.7200,0.000180
FILLER_11_138,VSS,Metal1,84.5600,62.7200,0.000178
FILLER_11_44,VSS,Metal1,31.6400,62.7200,0.000121
FILLER_11_42,VSS,Metal1,30.8000,62.7200,0.000121
FILLER_11_38,VSS,Metal1,28.7400,62.3710,0.000120
FILLER_11_2,VSS,Metal1,8.5800,62.3710,0.000110
FILLER_10_244,VSS,Metal1,143.6400,54.8800,0.000158
FILLER_10_242,VSS,Metal1,142.8000,54.8800,0.000158
FILLER_10_179,VSS,Metal1,107.2400,54.8800,0.000152
FILLER_10_177,VSS,Metal1,106.4000,54.8800,0.000149
FILLER_10_167,VSS,Metal1,100.5200,54.8800,0.000148
FILLER_10_148,VSS,Metal1,89.8800,54.8800,0.000146
FILLER_10_146,VSS,Metal1,89.0400,54.8800,0.000146
FILLER_10_142,VSS,Metal1,86.9800,55.2285,0.000146
FILLER_10_107,VSS,Metal1,66.9200,54.8800,0.000139
FILLER_10_104,VSS,Metal1,65.2400,54.8800,0.000139
FILLER_10_102,VSS,Metal1,64.4000,54.8800,0.000139
FILLER_10_41,VSS,Metal1,29.9600,54.8800,0.000113
FILLER_10_37,VSS,Metal1,28.1800,55.2285,0.000113
FILLER_10_24,VSS,Metal1,20.9000,55.2285,0.000113
FILLER_10_16,VSS,Metal1,17.4130,55.3415,0.000113
FILLER_10_10,VSS,Metal1,12.6000,54.8800,0.000113
FILLER_10_2,VSS,Metal1,9.5730,55.3415,0.000113
FILLER_9_178,VSS,Metal1,106.6800,54.8800,0.000149
FILLER_9_157,VSS,Metal1,94.9200,54.8800,0.000147
FILLER_9_155,VSS,Metal1,94.0800,54.8800,0.000147
FILLER_9_151,VSS,Metal1,92.0200,54.5310,0.000147
FILLER_9_139,VSS,Metal1,84.8400,54.8800,0.000143
FILLER_9_135,VSS,Metal1,83.0600,54.5310,0.000143
FILLER_9_127,VSS,Metal1,79.5730,54.4180,0.000143
FILLER_9_77,VSS,Metal1,50.1200,54.8800,0.000139
FILLER_9_42,VSS,Metal1,30.5200,54.8800,0.000113
FILLER_9_34,VSS,Metal1,27.4930,54.4180,0.000112
FILLER_9_23,VSS,Metal1,19.8800,54.8800,0.000113
